itemCode,isNew,isHot,isVisible,starRate,isSpecialOffer,isOfferOnce,isGiftable,ispromo,rebuyInvisible,minimumForcePointLevel,minimumTokenLevel
e85,0,0,1,100,0,0,1,0,0,0,0
e86,0,0,1,100,0,0,1,0,0,0,0
e87,0,0,1,100,0,0,1,0,0,0,0
e88,0,0,1,100,0,0,1,0,0,0,0
e89,0,0,1,100,0,0,1,0,0,0,0
e90,0,0,1,100,0,0,1,0,0,0,0
e91,0,0,1,100,0,0,1,0,0,0,0
e92,0,0,1,100,0,0,1,0,0,0,0
e93,0,0,1,100,0,0,1,0,0,0,0
e94,0,0,1,100,0,0,1,0,0,0,0
e95,0,0,1,100,0,0,1,0,0,0,0
e96,0,0,1,100,0,0,1,0,0,0,0
e97,0,0,1,100,0,0,1,0,0,0,0
e98,0,0,1,100,0,0,1,0,0,0,0
e99,0,0,1,100,0,0,1,0,0,0,0
ea0,0,0,1,100,0,0,1,0,0,0,0
ea1,0,0,1,100,0,0,1,0,0,0,0
ea2,0,0,1,100,0,0,1,0,0,0,0
ea3,0,0,1,100,0,0,1,0,0,0,0
ea4,0,0,1,100,0,0,1,0,0,0,0
ea5,0,0,1,100,0,0,1,0,0,0,0
ea6,0,0,1,100,0,0,1,0,0,0,0
ea7,0,0,1,100,0,0,1,0,0,0,0
ea8,0,0,1,100,0,0,1,0,0,0,0
ea9,0,0,1,100,0,0,1,0,0,0,0
eb0,0,0,1,100,0,0,1,0,0,0,0
eb1,0,0,1,100,0,0,1,0,0,0,0
eb2,0,0,1,100,0,0,1,0,0,0,0
eb3,0,0,1,100,0,0,1,0,0,0,0
eb4,0,0,1,100,0,0,1,0,0,0,0
eb5,0,0,1,100,0,0,1,0,0,0,0
eb6,0,0,1,100,0,0,1,0,0,0,0
eb7,0,0,1,100,0,0,1,0,0,0,0
eb8,0,0,1,100,0,0,1,0,0,0,0
eb9,0,0,1,100,0,0,1,0,0,0,0
ec0,0,0,1,100,0,0,1,0,0,0,0
ec1,0,0,1,100,0,0,1,0,0,0,0
ec2,0,0,1,100,0,0,1,0,0,0,0
ec3,0,0,1,100,0,0,1,0,0,0,0
ec4,0,0,1,100,0,0,1,0,0,0,0
ec5,0,0,1,100,0,0,1,0,0,0,0
ec6,0,0,1,100,0,0,1,0,0,0,0
ec7,0,0,1,100,0,0,1,0,0,0,0
ec8,0,0,1,100,0,0,1,0,0,0,0
ec9,0,0,1,100,0,0,1,0,0,0,0
ed0,0,0,1,100,0,0,1,0,0,0,0
ed1,0,0,1,100,0,0,1,0,0,0,0
ed2,0,0,1,100,0,0,1,0,0,0,0
ed3,0,0,1,100,0,0,1,0,0,0,0
ed4,0,0,1,100,0,0,1,0,0,0,0
ed5,0,0,1,100,0,0,1,0,0,0,0
ed6,0,0,1,100,0,0,1,0,0,0,0
ed7,0,0,1,100,0,0,1,0,0,0,0
ed8,0,0,1,100,0,0,1,0,0,0,0
ed9,0,0,1,100,0,0,1,0,0,0,0
ee0,0,0,1,100,0,0,1,0,0,0,0
ee1,0,0,1,100,0,0,1,0,0,0,0
ee2,0,0,1,100,0,0,1,0,0,0,0
ee3,0,0,1,100,0,0,1,0,0,0,0
ee4,0,0,1,100,0,0,1,0,0,0,0
ee5,0,0,1,100,0,0,1,0,0,0,0
ee6,0,0,1,100,0,0,1,0,0,0,0
c01,0,0,1,100,0,0,1,0,0,0,0
c02,0,0,1,100,0,0,1,0,0,0,0
c03,0,0,1,100,0,0,1,0,0,0,0
c04,0,0,1,100,0,0,1,0,0,0,0
c05,0,0,1,100,0,0,1,0,0,0,0
c06,0,0,1,100,0,0,1,0,0,0,0
c07,0,0,1,100,0,0,1,0,0,0,0
c08,0,0,1,100,0,0,1,0,0,0,0
c09,0,0,1,100,0,0,1,0,0,0,0
c10,0,0,1,100,0,0,1,0,0,0,0
c11,0,0,1,100,0,0,1,0,0,0,0
c12,0,0,1,100,0,0,1,0,0,0,0
c13,0,0,1,100,0,0,1,0,0,0,0
c14,0,0,1,100,0,0,1,0,0,0,0
c15,0,0,1,100,0,0,1,0,0,0,0
c16,0,0,1,100,0,0,1,0,0,0,0
c17,0,0,1,100,0,0,1,0,0,0,0
c18,0,0,1,100,0,0,1,0,0,0,0
s01,0,0,1,100,0,0,1,0,0,0,0
s05,0,0,1,100,0,0,1,0,0,0,0
s06,0,0,1,100,0,0,1,0,0,0,0
s08,0,0,1,100,0,0,1,0,0,0,0
s09,0,0,1,100,0,0,1,0,0,0,0
s10,0,0,1,100,0,0,1,0,0,0,0
s11,0,0,1,100,0,0,1,0,0,0,0
s12,0,0,1,100,0,0,1,0,0,0,0
s13,0,0,1,100,0,0,1,0,0,0,0
s14,0,0,1,100,0,0,1,0,0,0,0
s15,0,0,1,100,0,0,1,0,0,0,0
s16,0,0,1,100,0,0,1,0,0,0,0
s17,0,0,1,100,0,0,1,0,0,0,0
s18,0,0,1,100,0,0,1,0,0,0,0
s19,0,0,1,100,0,0,1,0,0,0,0
s20,0,0,1,100,0,0,1,0,0,0,0
s21,0,0,1,100,0,0,1,0,0,0,0
s22,0,0,1,100,0,0,1,0,0,0,0
s23,0,0,1,100,0,0,1,0,0,0,0
s24,0,0,1,100,0,0,1,0,0,0,0
s25,0,0,1,100,0,0,1,0,0,0,0
s26,0,0,1,100,0,0,1,0,0,0,0
s27,0,0,1,100,0,0,1,0,0,0,0
s80,0,0,1,100,0,0,1,0,0,0,0
s82,0,0,1,100,0,0,1,0,0,0,0
s83,0,0,1,100,0,0,1,0,0,0,0
s84,0,0,1,100,0,0,1,0,0,0,0
s85,0,0,1,100,0,0,1,0,0,0,0
s86,0,0,1,100,0,0,1,0,0,0,0
s87,0,0,1,100,0,0,1,0,0,0,0
s88,0,0,1,100,0,0,1,0,0,0,0
s89,0,0,1,100,0,0,1,0,0,0,0
s90,0,0,1,100,0,0,1,0,0,0,0
s91,0,0,1,100,0,0,1,0,0,0,0
s92,0,0,1,100,0,0,1,0,0,0,0
s93,0,0,1,100,0,0,1,0,0,0,0
s94,0,0,1,100,0,0,1,0,0,0,0
s95,0,0,1,100,0,0,1,0,0,0,0
s96,0,0,1,100,0,0,1,0,0,0,0
s97,0,0,1,100,0,0,1,0,0,0,0
s98,0,0,1,100,0,0,1,0,0,0,0
s99,0,0,1,100,0,0,1,0,0,0,0
sa0,0,0,1,100,0,0,1,0,0,0,0
sa1,0,0,1,100,0,0,1,0,0,0,0
sa2,0,0,1,100,0,0,1,0,0,0,0
sa3,0,0,1,100,0,0,1,0,0,0,0
sa4,0,0,1,100,0,0,1,0,0,0,0
sa5,0,0,1,100,0,0,1,0,0,0,0
u01,0,0,1,100,0,0,1,0,0,0,0
u02,0,0,1,100,0,0,1,0,0,0,0
u03,0,0,1,100,0,0,1,0,0,0,0
u04,0,0,1,100,0,0,1,0,0,0,0
u05,0,0,1,100,0,0,1,0,0,0,0
u06,0,0,1,100,0,0,1,0,0,0,0
u07,0,0,1,100,0,0,1,0,0,0,0
u08,0,0,1,100,0,0,1,0,0,0,0
u09,0,0,1,100,0,0,1,0,0,0,0
u10,0,0,1,100,0,0,1,0,0,0,0
u11,0,0,1,100,0,0,1,0,0,0,0
u12,0,0,1,100,0,0,1,0,0,0,0
